cile;nazev.1;statni-prislusnost;vedidk_core_researcher;titul-pred;jmeno;prijmeni;vedoucí jméno;vedoucí příjmení;vedoucí vedidk;ORCID vedouci;researcherid vedouci ;scopusID vbedouci;druhy vedouci jmeno;druhy vedouci příjmeni;druhy vedouci vedidk;ORCID druhy vedouci;researcherid druhy vedouci ;scopusID druhy vedouci
Rakovina provází lidstvo již od počátků naší historie. A navzdory velkým snahám v posledních desetiletích o nalezení její léčby, rakovina stále zůstává celosvětově jednou z hlavních příčin úmrtnosti. Můj předcházející výzkum zaměřený na hledání nových účinných nádorových supresorů vedl k identifikaci mitochondriální LACTB-PISD-LPE/PE supresorové dráhy, která ovlivňuje mitochondriální metabolismus lipidů a diferenciaci rakovinné buňky. V navrhovaném projektu se budeme věnovat výzkumu mechanismů této supresorové dráhy. Budeme se zabývat výzkumem spojitosti  mezi mitochondriálním metabolismem lipidů a diferenciací rakovinné buňky, fyziologickou regulací této supresorové dráhy a její úlohou v metabolismu cukrů a identifikací molekulárního substrátu enzymu LACTB. Tyto poznatky nám ukáží další zranitelná místa rakovinné buňky, která se budou dát využít v našem boji s rakovinou.;Ústav organické chemie a biochemie AV ČR, v. v. i.;SK;;Mgr;Zuzana;Keckesova;;;;;;;;;;;;
Lidské embryonální kmenové buňky (EKB) představují jedinečný buněčný typ se schopností sebeobnovy a diferencace. Tyto dvě vlastnosti jsou podmíněny rychlým buněčným cyklem a vysokou expresí pluripotenčních transkripčních faktorů (Oct4, Nanog), které řídí i expresi malých nekódujících RNA (miRNA). Po indukci diferenciace u lidských EKB dochází vždy ke spomalení buněčné proliferace a snížení exprese specifických transkripčních faktorů i miRNA. Funkce a interakce těchto molekul a jejich vlyv na buněčné dělení je proto intenzivně studována. Zajímavé je, že po diferenciaci lidských EK buněk speficky do neurálních kmenových buněk (NKB) dojde k mírnému spomalení buněčného dělení i ke snížení exprese miRNA a proteinů Oct4 a Nanog. Buňky si ale přesto zachovají schopnost neomezeně se dělit i diferencovat se do neuronů a glií. Jakým mechanismem NKB tyto procesy regulují není přesně popsáno. A protože deregulace buněčného dělení a diferenciace souvisí se vznikem různých onemocnění, studium právě techto mechanismů může pomoct odhalit kandidátní molekuly pro budoucí terapie.;Masarykova univerzita / Lékařská fakulta;SK;;Mgr.;Dáša;Bohačiaková;;;;;;;;;;;;
Teorie her je formální rámec na analýzu optimálního chováni racionálních agentů v sdíleném prostředí. Její pokroky vedli k poražení lidských expertů v mnohých populárních hrách a k vytvoření strategií pro problémy z reálného světa. V tomto projektu se soustředíme na extenzivní hry s nulovým součtem a neúplnou informací, které umožnují modelování mnohých realistických situací. Úspěšné metody pro řešení této třídy her fungují offline. Strategie pro všechny možné rozhodnutí ve hře jsou předpočítany, uloženy, a pak použity při hře vždy když nastane nová situace. Toto silně omezuje možné aplikace těchto metod, protože mnohé realistické problémy obsahují víc možných rozhodnutí, jako je atomů ve vesmíru. My se plánujeme zaměřit na rozvíjení algoritmů, které počítají rozhodnutí pro každou situaci online, až když ve hře nastane. Prozkoumáme jak lokálního prohledávání s heuristickou evaluační funkcí, tak Monte Carlo metody prohledávání herního stromu v těchto doménách. Mimo optimálních oponentů se budeme taky soustředit na efektivní učení a používaní modelů chybného chování oponentů.;České vysoké učení technické v Praze / Fakulta elektrotechnická;SK;;Mgr.;Viliam;Lisý;;;;;;;;;;;;
"Městské emise ve značné míře přispívají k znečištění ovzduší a vstupují přes radiační účinky a schopnosti modifikovat mikro-fyzikální procesy některých polutantů i do komplikovaných interakcí s meteorologií. Města navíc díky specifickým fyzickým a geometrickým vlastnostem povrchu zásadně ovlivňují meteorologické podmínky (např. přes jev městského tepelného ostrova), které pak následně modifikují transport, reakce a depozice znečišťujících látek. Popis těchto komplexních procesů vyžaduje implementaci integrovaného modelového systému a to navíc ve vysokém rozlišení (1 km x 1 km) s nehydrostatickým přístupem. Tento projekt si klade za cíl využít nejmodernějších integrovaných modelových nástrojů pro popis ve vysokém rozlišení toho (i) jak městské povrchy modifikují meteorologické podmínky; (ii) jak městské emise přispívají nebo modifikují znečištění ovzduší; (iii) a kvantifikovat fyzikální interakce do nichž vstupují látky přímo emitované či sekundárně formované a to přes interakce s radiací a oblačností, ovlivněné navíc s městskými meteorologickými modifikacemi.";Univerzita Karlova / Matematicko-fyzikální fakulta;SK;;Mgr.;Peter;Huszár;Tomáš;Halenka;7718500;0000-0003-1584-791X;Q-3851-2017;;;;;;;
"Post-faktuální politika se v posledních letech stává stále více součástí politické a společenské reality. Vzhledem na negativní vliv post-faktuálního diskurzu na důvěru v politiku a média a jeho dopad na vzestup populistů, je důležité pochopit faktory, které ovlivňují viditelnost a obsah tohoto diskurzu. V kontextu post-faktuálního diskurzu v Rakousku a České republice projekt zkoumá mediální prezentaci a struktury příležitostí na příkladu migrace, která je jedním z nejvíce politizovaných témat v současné politice. Projekt se skládá ze dvou částí: 1) zkoumání viditelnosti a obsahu post-faktuálních vyjádření (požadavků) a identifikace hlavních aktérů, kteří šíří tyto požadavky; 2) analýza vysvětlení využívaní těchto požadavků v kontextu politických a diskurzivních příležitostí. S využitím smíšených metod analýzy projekt komparuje konfliktní povahu požadavků o migraci v mainstreamových a alternativních médiích a na sociálních sítích ve dvou zemích střední Evropy s odlišným politickým kontextem.";Masarykova univerzita / Ekonomicko-správní fakulta;SK;;Mgr.;Alena;Kluknavská;;;;;;;;;;;;
Nově vznikající oblast flexibilní a tištěné elektroniky přitahuje zvýšenou pozornost především svým potenciálem umožnit nízkonákladovou a vysoce výkonnou výrobu elektroniky na levných plastových substrátech s využitím v různých aplikacích včetně fotovoltaiky. Komercializace této oblasti nicméně zůstává vzdálená, neboť současné materiály a výrobní procesy nejsou s tepelně citlivými flexibilními materiály kompatibilní. Náš tým nedávno představil nová plazmata za atmosférického tlaku, která s flexibilními materiály kompatibilní jsou, a nabízejí tak možné využití v unikátních oxidačních a redukčních procesech užitečných v budoucích technologiích. Mechanismy těchto procesů a jejich potenciál pro nové výrobní kroky v přípravě pokročilých nanostrukturovaných tenkých vrstev na poli flexibilní a tištěné elektroniky nejsou ovšem zatím dostačující.;Masarykova univerzita / Přírodovědecká fakulta;SK;;doc. RNDr.;Tomáš;Homola;Pavel;Zezula;3165647;;;;;;;;;
"Tento projekt si klade za cíl simulovat sezónní změny a monitorovat významné posuny v mechanismu mikrobiálního přenosu elektronů ve sladkovodních ekosystémech. K těmto účelům bude použita kombinace sezónního monitoringu jednou jezero s vysokými hypolimnetickými koncentracemi Fe(II) a manipulativních inkubačních experimentů zahrnující opakující se oxické/
anoxické cykly. Výsledky nám pomohou stanovit, jak významné jsou tyto posuny v procesu fixace fosforu (P). Dalším cílem projektu je použití výše zmíněných výsledků k odhalení biologického významu společenstev mikroorganismů, které řídí mineralizační procesy, na diagenezi raných minerálů. Obou cílů může být souhrnně dosaženo objasněním chemismu a fungování mikrobiálních společenstev v rozdílných jezerních systémech, které jsou zásadně ovlivňovány využitelností Fe(III, II) a dusičnanů (NO3-), a současně významným přísunem huminových látek v různém stupni mineralizace. K realizaci bude použit multi-analytický přístup
zahrnující tzv. mikrokosmy, elektrochemické, geochemické in situ spektrometrické a mineralogické analýzy.";Biologické centrum AV ČR, v. v. i.;SK;5123871;MSc.;Daniel;Petráš;;;;;;;;;;;;
"Neparametrické (NP) metody matematické statistiky představují sadu technik používaných k analýze dat v situacích, kdy není možné přijmout žádné zjednodušující předpoklady o povaze procesu vzniku dat. Na rozdíl od jednorozměrných pozorování, pro mnohorozměrná data není k dispozici žádný obecně uznávaný jednotný přístup k NP statistice. Plánujeme studovat tzv. hloubku dat – důležitý statistický koncept, který umožňuje návrh NP metod pro mnohorozměrná data. Teorie související s hloubkou dat však není dostatečně rozvinutá.

Náš předběžný výzkum ukázal, že geometrii jsou už po desetiletí využívány metody překvapivě podobné hloubce dat, vyvinuté nezávisle na výzkumu v matematické statistice. Plánujeme důkladně prozkoumat tyto souvislosti a využít je k položení pevných matematických základů jak pro hloubku, tak pro NP analýzu vícerozměrných dat. Naším hlavním cílem je sjednocení mnohorozměrné statistiky s částmi konvexní geometrie. V prvních krocích bude množství málo známých výsledků z geometrie i) zdokumentováno, ii) komunikováno, a iii) adaptováno statistické teorii a praxi.";Univerzita Karlova / Matematicko-fyzikální fakulta;SK;6868169;Mgr.;Stanislav;Nagy;Daniel;Hlubinka;3659372;0000-0003-4016-3632;C-6385-2017;6508148244;Irène;Gijbels;;;;
Přestože v 50 % případů rakoviny je zachovaná wild type forma proteinu p53, je jeho funkce často omezená. Navzdory mnoha dostupným informacím o p53, mechanismy vedoucí k této inaktivaci nejsou známe. K identifikaci klíčových faktorů podílejících se na p53 inaktivaci bude využit screening pomocí CRISPR-Cas9 knock-outových a aktivačních knihoven. U nejzajímavějších genů bude popsán mechanismus inaktivace p53. Nefunkční p53 je charakteristická omezenou schopností regulovat své cílové geny, proto bude dále prozkoumaná role specifické a nespecifické vazby a vliv nespecifické vazby na regulaci funkce p53 pomoci metody CHIP-seq. Dále budou studovány hlavní regulátory p53, proteiny HDM2 a HDMX. Pomocí metody HDX prozkoumáme alosterické změny proteinů vedoucí k přepnutí funkce z negativních na pozitivní regulátory p53. Výsledkem této práce bude objasnění mechanismů inaktivace p53. Výsledky mohou přispět k vývoji nových léčiv, které neaktivují přímo p53, ale ovlivňují další procesy modifikující aktivitu p53.;Masarykův onkologický ústav;SK;;Mgr.;Lucia;Hároníková;Václav;Brázda;5700612;;;;;;;;;
V posledních letech lze pozorovat ohromný nárůst nasazení modelů a technik umělé inteligence do běžného života. Na druhou stranu, tyto modely a algoritmy mohou být manipulovány nebo přímo napadeny útočníkem a způsobit tak nesprávné nebo dokonce nebezpečné chování různých systémů. Teorie her může těmto modelům umělé inteligence poskytnout potřebnou robustnost v prostředí s protivníkem, avšak pro mnoho dynamických her s neurčitostí a neúplným pozorováním, které přirozeně odpovídají reálnému světu, neexistují praktické algoritmy. Tento projekt si tak klade za cíl zlepšit možnosti nasazení herně-teoretických algoritmů v praxi pomocí (1) identifikace podtříd částečně pozorovatelných stochastických her, které umožňují návrh aproximativních algoritmů a pomocí (2) návrhu, implementace a experimentální evaluace nových doménově nezávislých algoritmů pro výpočet aproximativně optimálních strategií pro hry z těchto tříd.;České vysoké učení technické v Praze / Fakulta elektrotechnická;SK;;doc. Mgr.;Branislav;Bošanský;;;;;;;;;;;;
